CountyName,BeefCows,Hogs,MilkCows,OtherCattle,CornAcresPlanted,CornGrainAcresHarvested,CornGrainYield_bupacre,CornSilageAcresHarvested,CornSilageYield_tonspacre,SoybeansAcresHarvested,SoybeansAcresPlanted,SoybeansYield_bupacre,Year,CommercialN_kg_ha,ManureN_kg_ha,GrainN_kg_ha,GrainN_neg_kg_ha,FixatedN_kg_ha,NitrogenSurplus_kg_ha
Monroe,0,11760,0,16349,32300,31200,175.7,750,16,33200,33600,48.9,1/1/2014,93.62,26.04,171.55,-171.55,84.58,32.7
Monroe,0,17641,0,16566,,,,,,,,,1/1/2015,33.82,0,0,0,0,33.8
Monroe,0,23521,0,16782,30000,28100,180,1760,21.5,33100,33200,57.3,1/1/2016,34.82,32.29,194.6,-194.6,111,-16.5
Monroe,0,29401,0,16998,30700,28400,169.9,2080,16,28900,29100,51,1/1/2017,35.09,36.83,173.08,-173.08,86.25,-14.9
Monroe,0,35281,0,17214,28000,26000,167,1760,18.5,30500,30900,50.4,1/1/2018,33.45,40.15,174.02,-174.02,91.28,-9.1
Monroe,0,41161,0,17430,26400,25400,162.3,,,25900,26200,56.1,1/1/2019,33.63,48.04,181.42,-181.42,102.02,2.3
Keokuk,11894,237269,323,15789,118000,116400,193.2,,,101500,103000,52.6,1/1/2014,51.2,39.94,181.9,-181.9,86.64,-4.1
Keokuk,12322,235397,242,16024,119000,116100,181,,,103300,104000,53.4,1/1/2015,53.09,39.67,179.16,-179.16,88.71,2.3
Keokuk,12751,233526,162,16258,119000,116800,208.6,,,99100,99500,57.1,1/1/2016,56.44,40.57,196.39,-196.39,95.73,-3.6
Keokuk,13179,231654,82,16493,117500,114700,176.4,,,101600,102500,51.6,1/1/2017,57.42,40.37,173.6,-173.6,84.09,8.3
Keokuk,13607,229782,2,16728,119000,117100,203.7,,,102700,104500,57.7,1/1/2018,51.95,39.82,196.42,-196.42,99.81,-4.8
Keokuk,14036,227911,-78,16962,123500,119800,175.5,,,95900,97000,55.8,1/1/2019,52.54,40.44,178.97,-178.97,89.39,3.4
Cherokee,7516,273124,223,46346,153500,150600,183.6,,,132600,135000,55.8,1/1/2014,68.28,40.77,184.77,-184.77,95.08,19.4
Cherokee,5011,268427,149,47895,150500,147000,209.6,,,134700,135500,62.7,1/1/2015,67.81,39.97,210.05,-210.05,113.94,11.7
Cherokee,2505,263731,74,49445,152000,149400,219.7,,,130500,131000,69.6,1/1/2016,72.23,39.22,226.52,-226.52,128.59,13.5
Cherokee,0,259035,0,50995,146500,139100,203.7,,,134700,135500,62.4,1/1/2017,73.51,38.18,208.78,-208.78,114.78,17.7
Cherokee,-2505,254339,-74,52545,148000,142800,213.3,,,132900,134500,64.3,1/1/2018,66.23,36.94,215.24,-215.24,118.62,6.6
Cherokee,-5011,249643,-149,54095,153000,150400,208.9,,,128100,129000,58.8,1/1/2019,67.01,35.83,199.96,-199.96,100.37,3.2
Shelby,0,110651,0,25970,182000,179300,185.2,,,136900,137500,55.3,1/1/2014,82.03,15.54,180.83,-180.83,86.28,3
Shelby,0,113664,0,25517,175000,164000,195.3,,,143400,144000,57.2,1/1/2015,79.5,15.67,192.02,-192.02,95.14,-1.7
Shelby,0,116677,0,25064,180000,176800,215.3,,,133000,133500,60.5,1/1/2016,84.86,16.06,202.8,-202.8,97.35,-4.5
Shelby,0,119690,0,24611,172000,170200,207.1,,,142700,143500,58.2,1/1/2017,86.44,16.06,197.68,-197.68,98.32,3.1
Shelby,0,122703,0,24158,172500,168100,189.1,,,135900,137000,57.8,1/1/2018,77.74,16.48,188.66,-188.66,94.73,0.3
Shelby,0,125716,0,23705,174000,171800,217.3,,,134100,135000,58.7,1/1/2019,78.67,16.62,201.15,-201.15,95.62,-10.2
Appanoose,13631,311,245,11572,34100,32600,170.9,,,45200,45400,46.7,1/1/2014,112.4,36.59,169.82,-169.82,87.94,67.1
Appanoose,14270,467,219,12282,35000,33400,154.3,1210,14,35100,35400,48.2,1/1/2015,33.82,43.42,162.03,-162.03,81.51,-3.3
Appanoose,14908,622,194,12993,31100,30600,186.3,,,45400,45600,55.9,1/1/2016,34.93,41.78,199.28,-199.28,121.12,-1.4
Appanoose,15546,778,169,13704,29800,28000,170,840,16,46000,46200,50.7,1/1/2017,35.23,44.1,183.29,-183.29,106.76,2.8
Appanoose,16184,934,144,14415,,,,,,,,,1/1/2018,33.35,0,0,0,0,33.4
Appanoose,16822,1089,119,15126,30300,29300,166.8,,,,,,1/1/2019,33.55,0,0,0,0,33.5
Wayne,14246,18917,198,17617,57600,55600,171.9,,,76400,76800,45.8,1/1/2014,138.39,29.5,167.72,-167.72,85.21,85.4
Wayne,14356,23470,222,17018,65000,62500,158,,,52300,53100,45,1/1/2015,52.14,34.23,151.95,-151.95,65.1,-0.5
Wayne,14466,28024,245,16418,61000,57900,174.5,,,72800,73000,54.2,1/1/2016,54.3,30.75,187.19,-187.19,105.98,3.8
Wayne,14576,32577,269,15819,,,,,,,,,1/1/2017,54.93,0,0,0,0,54.9
Wayne,14686,37130,293,15220,53500,52500,171.6,,,71600,72300,49,1/1/2018,51.41,33.99,175.45,-175.45,95.65,5.6
Wayne,14796,41684,316,14620,57300,56300,151.5,810,17,57800,58900,52.5,1/1/2019,51.78,37.47,169.83,-169.83,93.95,13.4
Mills,1915,287,2,2381,98500,97000,184.9,,,94200,95200,54.5,1/1/2014,56.87,2.45,185.05,-185.05,96.41,-29.3
Mills,1277,431,1,2052,,,,,,,,,1/1/2015,56.82,0,0,0,0,56.8
Mills,638,574,1,1722,100000,98400,188.4,,,90400,90700,56.3,1/1/2016,60.45,1.32,188.75,-188.75,97.93,-29
Mills,0,718,0,1392,91500,91200,190.1,,,98400,99000,55.7,1/1/2017,61.49,0.73,192.15,-192.15,105.31,-24.6
Mills,-638,862,-1,1062,,,,,,,,,1/1/2018,55.48,0,0,0,0,55.5
Mills,-1277,1005,-1,732,84300,83300,202.9,,,,,,1/1/2019,56.14,0,0,0,0,56.1
Madison,15287,32364,10,13030,70400,69000,171.4,,,69600,71200,46.5,1/1/2014,90.76,28.23,163.7,-163.7,76.89,32.2
Madison,15444,31379,9,12959,70500,68100,169.6,,,71800,72200,53.9,1/1/2015,46.8,27.95,180.21,-180.21,97.61,-7.8
Madison,15601,30394,9,12888,75100,73800,185.5,,,71000,71200,57.1,1/1/2016,49.11,27.2,190.53,-190.53,102.31,-11.9
Madison,15758,29409,8,12817,67900,65500,173.1,,,74100,74600,52.5,1/1/2017,49.75,27.86,180.1,-180.1,97.03,-5.5
Madison,15915,28424,7,12746,70000,68500,167.8,,,67600,68700,50.9,1/1/2018,45.9,28.56,171.37,-171.37,87.52,-9.4
Madison,16072,27439,7,12675,67700,67000,175.7,,,67700,68500,52.3,1/1/2019,46.32,29.02,177.87,-177.87,92.68,-9.8
Warren,11873,6012,154,10156,69000,66700,169.9,,,66800,68100,46.6,1/1/2014,73.35,19.47,163.23,-163.23,76.22,5.8
Warren,11852,4008,129,9418,64500,63200,170.3,,,68500,69400,53.6,1/1/2015,42.08,19.03,180.52,-180.52,99.15,-20.3
Warren,11831,2004,105,8681,69400,66300,184.6,,,68200,68600,54.3,1/1/2016,43.97,17.59,185.9,-185.9,96.98,-27.4
Warren,11810,0,80,7944,60300,58300,183.2,,,68500,68800,49.9,1/1/2017,44.49,17.87,178.41,-178.41,91.29,-24.8
Warren,11789,-2004,55,7207,60700,59700,163.6,,,70600,71300,52,1/1/2018,41.32,16.57,176.78,-176.78,98.66,-20.2
Warren,11768,-4008,31,6470,,,,,,,,,1/1/2019,41.66,0,0,0,0,41.7
Wapello,0,36645,0,6830,60500,58500,195.2,,,52300,52700,48.7,1/1/2014,68.67,13.16,175.27,-175.27,76.72,-16.7
Wapello,0,36798,0,7185,57800,56200,159.3,,,51500,52000,48.5,1/1/2015,43.89,13.88,161.39,-161.39,77.54,-26.1
Wapello,0,36952,0,7541,61600,59900,196.9,,,50400,50600,58.1,1/1/2016,46.36,13.9,193.46,-193.46,97.24,-36
Wapello,0,37105,0,7896,55900,53300,153,,,54200,54900,45,1/1/2017,47.09,14.39,153.84,-153.84,71.75,-20.6
Wapello,0,37258,0,8251,,,,,,,,,1/1/2018,43.07,0,0,0,0,43.1
Wapello,0,37412,0,8607,57200,56700,176.5,,,48200,48700,55.5,1/1/2019,43.5,15.71,180.42,-180.42,92.7,-28.5
Winneshiek,14754,125196,15712,58251,166000,149800,174,15700,18.5,70600,70900,50.1,1/1/2014,70.56,55,156.67,-156.67,51.59,20.5
Winneshiek,14012,125289,16070,60371,169000,158300,185.6,,,67800,68000,55.6,1/1/2015,74.38,55.63,168.01,-168.01,57.99,20
Winneshiek,13271,125383,16428,62490,169500,156000,210.7,13000,26.5,62900,63600,58.4,1/1/2016,78.78,57.22,183.44,-183.44,59.28,11.8
Winneshiek,12530,125477,16786,64609,171000,157400,199.7,,,67200,67600,54.6,1/1/2017,80.17,56.54,173.97,-173.97,55.73,18.5
Winneshiek,11789,125571,17144,66728,165000,148900,198.1,,,65700,66200,51.7,1/1/2018,73.26,59.01,169.93,-169.93,51.83,14.2
Winneshiek,11048,125665,17502,68847,173000,157800,200.4,,,55000,55400,55.6,1/1/2019,73.99,60.4,171.92,-171.92,49.02,11.5
Palo Alto,3317,499114,213,24053,190500,187400,164.6,,,106100,108000,45.7,1/1/2014,90.11,49.4,148.95,-148.95,53.76,44.3
Palo Alto,3102,516553,221,23092,179000,173100,197.5,,,116500,117000,59.5,1/1/2015,90.65,50.88,190.46,-190.46,88.22,39.3
Palo Alto,2886,533992,229,22132,182000,179100,196,,,104600,105000,59.7,1/1/2016,96.77,53.56,186.39,-186.39,82.05,46
Palo Alto,2670,551431,237,21172,174000,169800,195.4,,,110900,111500,57.8,1/1/2017,98.65,54.94,185.84,-185.84,83.58,51.3
Palo Alto,2454,568870,245,20212,166500,159400,157.9,,,114200,118000,48.8,1/1/2018,88.89,56.23,155.81,-155.81,68.58,57.9
Palo Alto,2238,586309,253,19252,163000,158300,198.3,,,107200,108000,55.6,1/1/2019,89.93,60.19,184.2,-184.2,80.55,46.5
Buchanan,5706,370850,2549,19461,192500,190400,169.3,,,87000,87700,49.5,1/1/2014,94.73,42.73,152.89,-152.89,52.94,37.5
Buchanan,5381,369895,2441,18144,191500,187200,191.6,,,85400,85700,57.7,1/1/2015,99.79,42.47,175.26,-175.26,66,33
Buchanan,5057,368939,2334,16826,197500,192500,205.6,,,77500,77700,60.2,1/1/2016,106.86,42.04,182.95,-182.95,64.09,30
Buchanan,4732,367983,2227,15508,187000,182600,221.3,,,84800,85300,55.9,1/1/2017,109.11,41.75,188.23,-188.23,63.82,26.5
Buchanan,4407,367027,2120,14190,189500,184900,207.1,,,82000,82600,57.2,1/1/2018,98.04,41.03,181.9,-181.9,63.98,21.1
Buchanan,4083,366071,2013,12872,195000,190300,218.9,,,72500,73100,55.2,1/1/2019,99.21,40.89,182.95,-182.95,54.52,11.7
Worth,2393,37815,232,3855,126500,122200,181.5,,,74500,76800,49.8,1/1/2014,83.74,7.99,164.7,-164.7,64.5,-8.5
Worth,2450,29339,208,4258,112500,109600,202.1,,,91100,91600,59.4,1/1/2015,70.08,7.14,197.79,-197.79,99.93,-20.6
Worth,2506,20864,183,4661,121000,118800,191.5,,,76700,79600,58.2,1/1/2016,74.75,6.42,184.47,-184.47,85.78,-17.5
Worth,2563,12389,158,5064,106000,104400,198.5,,,93000,93500,54.8,1/1/2017,76.11,5.62,188.88,-188.88,92.7,-14.4
Worth,2620,3914,133,5467,111500,110000,180,,,87200,88100,53.7,1/1/2018,68.5,4.77,176.57,-176.57,84.67,-18.6
Worth,2676,-4561,108,5870,112000,110600,196.5,,,82500,83600,51,1/1/2019,69.32,4.01,177.14,-177.14,75.75,-28.1
Adams,11237,54952,0,15119,75500,73900,169.9,,,69700,70000,47.6,1/1/2014,115.6,28.73,164.2,-164.2,76.43,56.6
Adams,11839,54031,0,15305,74400,72400,169.6,,,66500,66800,50.3,1/1/2015,56.61,30.14,169.13,-169.13,82.06,-0.3
Adams,12441,53110,0,15490,74000,70800,187.4,,,69200,69400,56.5,1/1/2016,60.02,30.2,190.39,-190.39,100.17,0
Adams,13043,52189,0,15676,71500,67300,179.9,,,71100,71500,52.6,1/1/2017,61.01,30.81,181.1,-181.1,92.95,3.7
Adams,13645,51268,0,15862,71000,68900,171.6,,,69000,69500,53.2,1/1/2018,55.45,31.9,178.07,-178.07,93.56,2.8
Adams,14247,50347,0,16047,,,,,,,,,1/1/2019,56.04,0,0,0,0,56
Cass,0,42819,0,29177,133500,131800,173.7,,,122800,123500,53.8,1/1/2014,88.23,13.99,178.29,-178.29,92.45,16.4
Cass,0,40387,0,28625,137000,133900,193.7,,,117000,117500,57.2,1/1/2015,69.29,13.7,191.37,-191.37,97.31,-11.1
Cass,0,37956,0,28072,134500,132500,195.9,,,117700,118000,59.6,1/1/2016,73.87,13.38,197.51,-197.51,104.56,-5.7
Cass,0,35525,0,27519,132000,126700,197.4,,,121300,122000,56.9,1/1/2017,75.21,12.88,194.48,-194.48,100.45,-5.9
Cass,0,33094,0,26966,128000,125000,169.5,,,120500,121500,52.6,1/1/2018,67.75,12.68,175.04,-175.04,90.52,-4.1
Cass,0,30663,0,26413,137500,135100,200.3,,,111300,112000,56.9,1/1/2019,68.55,12.25,191.97,-191.97,93.88,-17.3
Clayton,16106,268818,11459,43384,155000,148600,176.7,,,55400,56000,51.5,1/1/2014,58.21,69.33,155.53,-155.53,47.76,19.8
Clayton,17013,272684,11614,42847,153000,146700,193.2,,,54800,55000,56.8,1/1/2015,64.63,71.28,170.67,-170.67,55.16,20.4
Clayton,17920,276551,11768,42311,153000,143700,210.3,,,56300,56400,63.2,1/1/2016,68.21,71.75,188.49,-188.49,65.5,17
Clayton,18827,280418,11922,41775,151000,142600,213.6,,,57300,57800,59,1/1/2017,69.35,72.91,185.65,-185.65,61.04,17.6
Clayton,19734,284285,12076,41239,149000,139800,201.5,,,58800,59200,58.8,1/1/2018,63.75,74.07,179.99,-179.99,62.39,20.2
Clayton,20641,288152,12230,40703,153500,143200,197.5,,,49700,50300,56.4,1/1/2019,64.34,76.64,171.14,-171.14,50.95,20.8
Hardin,3638,683583,52,20652,186000,182900,166.3,2430,19,102700,103500,46.9,1/1/2014,89.69,65.47,151.47,-151.47,55.44,59.1
Hardin,5456,665371,77,23046,188500,183000,199.3,,,98700,99100,55.6,1/1/2015,92.73,65.96,179.74,-179.74,69.64,48.6
Hardin,7275,647158,103,25439,197000,194600,208,,,89000,89400,59.9,1/1/2016,99.07,66.3,186.62,-186.62,70.35,49.1
Hardin,9094,628945,129,27832,189500,187800,213.7,,,97400,98000,59.7,1/1/2017,101.05,66.1,191.98,-191.98,76.45,51.6
Hardin,10913,610732,155,30225,183500,180100,216.6,,,101000,102000,59.3,1/1/2018,91.01,66.62,194.49,-194.49,79.35,42.5
Hardin,12732,592519,181,32618,197000,195200,200.2,,,86600,87200,53.9,1/1/2019,92.08,66.99,174.01,-174.01,59.19,44.2
Linn,10916,80035,1378,18041,153000,150700,176.1,,,101500,102000,51.1,1/1/2014,58.15,20.62,166.45,-166.45,71.11,-16.6
Linn,11528,75699,1330,17630,151000,148200,189.2,,,104600,105000,56.2,1/1/2015,61.91,20.27,182.24,-182.24,84.23,-15.8
Linn,12139,71362,1282,17220,150500,148500,200.3,,,100800,102500,60,1/1/2016,66,20.25,192.79,-192.79,91.52,-15
Linn,12750,67026,1234,16809,151000,150000,217.4,,,104400,105000,56,1/1/2017,67.26,19.74,193.85,-193.85,83.78,-23.1
Linn,13361,62690,1186,16398,151000,148100,215.4,,,103700,104500,57.7,1/1/2018,60.75,19.52,196.11,-196.11,87.31,-28.5
Linn,13972,58353,1138,15988,155500,153500,223.7,,,95600,96300,56.5,1/1/2019,61.44,19.54,195.43,-195.43,79.16,-35.3
Osceola,4002,378881,5112,36971,131500,123900,175.4,,,99000,99500,52.2,1/1/2014,78.14,60.36,172,-172,79.14,45.6
Osceola,4007,400852,5314,37151,126500,122000,204.7,,,103000,103500,59.8,1/1/2015,84.35,63.18,200.03,-200.03,101.17,48.7
Osceola,4011,422824,5515,37330,125000,121800,203.7,,,101100,101500,56.1,1/1/2016,90.02,66.75,191.96,-191.96,91.78,56.6
Osceola,4015,444795,5717,37510,127000,123900,211.6,,,100700,101500,59.7,1/1/2017,91.73,68.74,201.66,-201.66,99.62,58.4
Osceola,4019,466766,5919,37690,116000,112300,180.2,,,102900,104500,57.2,1/1/2018,82.64,73.9,187.37,-187.37,99.88,69.1
Osceola,4023,488738,6120,37869,121000,117300,182.5,,,90200,91000,50.5,1/1/2019,83.7,79.64,170.9,-170.9,74.92,67.4
Cedar,8153,265257,222,14696,154500,152900,184.1,,,116900,117500,55.8,1/1/2014,69.51,32.68,181.34,-181.34,87.78,8.6
Cedar,8238,297552,206,14776,157000,154400,188.8,,,115500,116000,56.9,1/1/2015,79.12,35.5,184.8,-184.8,88.87,18.7
Cedar,8323,329848,191,14855,162500,160800,215.3,,,113000,115000,60.5,1/1/2016,84.55,37.81,201.12,-201.12,94.74,16
Cedar,8408,362144,176,14934,154500,153800,222.3,,,117300,118000,59.6,1/1/2017,86.21,41.45,204.4,-204.4,96.88,20.1
Cedar,8493,394440,161,15013,154500,151300,222.3,,,118100,119000,63.3,1/1/2018,77.55,44.23,211.91,-211.91,106.05,15.9
Cedar,8578,426736,146,15092,158500,156400,193.7,,,,,,1/1/2019,78.47,0,0,0,0,78.5
Story,0,71277,0,17776,163000,158500,169.9,1250,21.5,116800,117500,46.9,1/1/2014,76.28,11.73,158.09,-158.09,64.96,-5.1
Story,0,68325,0,16253,164500,161100,188,1910,24,115000,115500,51,1/1/2015,80.94,11.02,172.68,-172.68,73.11,-7.6
Story,0,65372,0,14731,174500,171800,211.9,,,102600,103000,58.4,1/1/2016,86.47,10.38,192.25,-192.25,80.64,-14.8
Story,0,62420,0,13209,167500,166100,200.3,,,109300,110000,57.9,1/1/2017,88.16,9.64,188.38,-188.38,85.05,-5.5
Story,0,59468,0,11687,160000,157800,192.3,,,114900,116000,52.8,1/1/2018,79.31,8.95,178.17,-178.17,78.58,-11.3
Story,0,56515,0,10165,170000,168000,189.3,,,103300,104000,50,1/1/2019,80.25,8.27,168.76,-168.76,65.22,-15
Van Buren,10561,101077,777,9918,53000,51800,192.2,,,47500,47800,49.4,1/1/2014,61.19,48.62,175.97,-175.97,79.95,13.8
Van Buren,10944,106795,747,9785,48900,47800,158.3,250,21,47700,48000,46.1,1/1/2015,38.44,52.37,157.79,-157.79,74.67,7.7
Van Buren,11328,112514,716,9652,55100,52700,189,,,47700,47900,56.6,1/1/2016,40.12,50.96,189.22,-189.22,96.51,-1.6
Van Buren,11711,118233,686,9519,49400,42800,128.2,,,50600,51400,36.6,1/1/2017,40.59,53.79,128.85,-128.85,50.68,16.2
Van Buren,12094,123952,656,9386,52700,48300,180.9,,,49800,50200,54.2,1/1/2018,37.8,54.39,184.39,-184.39,94.91,2.7
Van Buren,12478,129671,625,9253,47400,45000,171,,,49500,50000,53.9,1/1/2019,38.12,59.24,181.83,-181.83,99.03,14.6
Fremont,4166,12746,0,9006,119500,118100,191.5,,,111700,113500,55.5,1/1/2014,53.94,7.13,189.01,-189.01,98.19,-29.8
Fremont,3988,11418,0,9277,113500,111800,179.9,,,105700,106500,52.1,1/1/2015,55.08,7.4,177.47,-177.47,88.68,-26.3
Fremont,3811,10090,0,9547,120000,118800,180.8,,,106000,106500,55.5,1/1/2016,58.57,7.05,183.41,-183.41,94.78,-23
Fremont,3634,8762,0,9818,113000,112800,204.5,,,114800,115500,60.1,1/1/2017,59.59,6.84,205.54,-205.54,114.46,-24.7
Fremont,3457,7434,0,10089,116500,113500,195.1,,,110900,112500,50.6,1/1/2018,53.89,6.69,180.72,-180.72,86.01,-34.1
Fremont,3280,6106,0,10359,,,,,,,,,1/1/2019,54.53,0,0,0,0,54.5
Lee,8124,83423,943,11518,76900,75000,200.6,,,65500,67900,54.5,1/1/2014,41.54,29.78,188.67,-188.67,91.99,-25.4
Lee,8266,88324,824,11243,76000,73800,145.1,,,62700,63300,47,1/1/2015,44.28,31.62,151.03,-151.03,70.71,-4.4
Lee,8408,93226,704,10968,77500,75800,194.6,,,67200,67700,61.4,1/1/2016,46.85,30.97,200.59,-200.59,108.86,-13.9
Lee,8550,98127,585,10693,76500,74700,178,,,68200,68600,53.5,1/1/2017,47.62,31.63,178.81,-178.81,90.19,-9.4
