CountyName,BeefCows,Hogs,MilkCows,OtherCattle,CornAcresPlanted,CornGrainAcresHarvested,CornGrainYield_bupacre,CornSilageAcresHarvested,CornSilageYield_tonspacre,SoybeansAcresHarvested,SoybeansAcresPlanted,SoybeansYield_bupacre,Year,CommercialN_kg_ha,ManureN_kg_ha,GrainN_kg_ha,GrainN_neg_kg_ha,FixatedN_kg_ha,NitrogenSurplus_kg_ha
Dallas,-3488,120493,-42,17201,131000,129200,195,,,101800,103000,54.4,1/1/2019,66.47,16.92,183.97,-183.97,86.11,-14.5
Decatur,10991,67439,131,26058,31700,29400,164,,,46600,47300,40.2,1/1/2014,146.59,68.77,153.08,-153.08,71.16,133.4
Decatur,7328,73605,87,27003,37000,35300,162.7,,,33500,33700,46.4,1/1/2015,34.93,73.01,159.07,-159.07,72.63,21.5
Decatur,3664,79772,44,27947,37000,35400,181.1,,,41500,41600,57.2,1/1/2016,36.08,62.22,194.61,-194.61,111.55,15.2
Decatur,0,85939,0,28891,,,,,,,,,1/1/2017,36.4,0,0,0,0,36.4
Decatur,-3664,92106,-44,29835,34200,32900,172.5,,,43800,44500,48,1/1/2018,34.5,55.26,172.78,-172.78,91.05,8
Decatur,-7328,98273,-87,30779,,,,,,,,,1/1/2019,34.73,0,0,0,0,34.7
Butler,5852,338693,2076,15554,173500,170300,167.7,,,106100,106500,46.3,1/1/2014,76.67,38.51,153.03,-153.03,57.75,19.9
Butler,6423,320843,1940,15440,156500,153600,193.3,,,105100,106000,57.7,1/1/2015,78.73,39.58,185.9,-185.9,86.2,18.6
Butler,6994,302992,1804,15327,181000,177800,207.3,,,100100,101000,59.9,1/1/2016,84.12,35.45,191.1,-191.1,80.71,9.2
Butler,7565,285141,1668,15213,162000,159200,211.4,,,106900,107500,55.9,1/1/2017,85.76,35.64,190.33,-190.33,81.27,12.3
Butler,8136,267290,1532,15099,165500,163000,211.3,,,104200,105500,56.1,1/1/2018,77.14,33.99,189.63,-189.63,79.73,1.2
Butler,8707,249439,1396,14986,172000,169700,209.5,,,93400,94600,55,1/1/2019,78.06,33.08,184.12,-184.12,70.57,-2.4
Henry,0,100684,0,9401,81400,80100,196.6,,,69400,69800,56.1,1/1/2014,59.65,21.65,190.11,-190.11,94.55,-14.3
Henry,0,116883,0,9345,79700,78000,178.4,,,70400,70800,55.8,1/1/2015,51.9,24.34,183.38,-183.38,95.59,-11.6
Henry,0,133083,0,9289,84500,83300,199,,,69200,69500,57.2,1/1/2016,54.86,26.32,192.23,-192.23,95.12,-15.9
Henry,0,149282,0,9233,82500,81300,196.4,,,72100,72500,60.5,1/1/2017,55.72,28.66,199.49,-199.49,106.93,-8.2
Henry,0,165481,0,9177,81100,79700,189.7,,,67300,67800,62.3,1/1/2018,50.87,32.45,198.94,-198.94,108.52,-7.1
Henry,0,181681,0,9121,76200,74900,164.5,,,68200,68800,56.9,1/1/2019,51.39,36.01,180.49,-180.49,99.23,6.1
Hamilton,604,793060,72,3277,196000,194400,173.1,,,113900,114500,46.1,1/1/2014,90.75,63.43,154.15,-154.15,55.59,55.6
Hamilton,907,865821,107,2472,195000,191700,198.1,,,115000,115500,54.3,1/1/2015,92.09,69.06,179.34,-179.34,72.57,54.4
Hamilton,1209,938583,143,1667,210000,208500,209,,,102600,103000,61,1/1/2016,98.46,74.1,190.34,-190.34,76.12,58.3
Hamilton,1511,1011344,179,862,192500,192200,194.6,,,114300,115000,57.2,1/1/2017,100.43,81.11,182.19,-182.19,78.82,78.2
Hamilton,1813,1084105,215,57,192500,190100,188.9,,,115100,116500,49.9,1/1/2018,90.29,86.38,168.15,-168.15,64.58,73.1
Hamilton,2115,1156867,251,-748,195500,194000,198.2,,,110200,111000,51.4,1/1/2019,91.36,92.79,173.76,-173.76,64.97,75.4
Kossuth,2899,604109,347,22486,330000,324000,176.6,,,213500,216000,46.5,1/1/2014,89.22,31.38,158.34,-158.34,60.49,22.8
Kossuth,1933,601446,232,21716,318500,312500,199,,,221500,222500,61,1/1/2015,88.28,31.15,195.16,-195.16,95.13,19.4
Kossuth,966,598782,116,20946,338000,334000,204.7,,,199400,205500,63.4,1/1/2016,94.24,30.48,196.95,-196.95,92.36,20.1
Kossuth,0,596118,0,20176,311500,308000,205.6,,,217500,218500,60.4,1/1/2017,96.05,30.72,196.85,-196.85,94.02,23.9
Kossuth,-966,593454,-116,19406,304000,295500,180.2,,,219000,220500,54.2,1/1/2018,86.53,30.5,175.95,-175.95,81.79,22.9
Kossuth,-1933,590790,-232,18636,315000,310000,198.7,,,203000,204500,57.4,1/1/2019,87.62,30.25,186.7,-186.7,83.39,14.6
Page,4809,19881,3,18285,113000,111600,182.4,,,114800,115500,54.7,1/1/2014,69.42,11.97,185.97,-185.97,99.7,-4.9
Page,7214,20421,5,18453,110500,108200,165.8,,,108000,108500,49.8,1/1/2015,55.91,14.1,168.53,-168.53,84.6,-13.9
Page,9618,20960,6,18620,118000,116800,185.8,,,108200,108500,57.5,1/1/2016,59.28,15.19,190.45,-190.45,101.74,-14.2
Page,12023,21500,8,18787,110000,108400,193.1,,,114200,115000,55.4,1/1/2017,60.22,16.87,191.98,-191.98,102.75,-12.1
Page,14428,22040,10,18954,115500,113800,188.1,,,107700,108500,50.5,1/1/2018,54.61,18.52,177.26,-177.26,84.54,-19.6
Page,16832,22579,11,19121,113500,112200,191.4,,,109700,110500,55.9,1/1/2019,55.22,20.1,190.62,-190.62,100.5,-14.8
Tama,13188,95536,589,22986,164000,161400,182.7,,,141500,142500,53.4,1/1/2014,59.28,20.32,179.47,-179.47,88.44,-11.4
Tama,14000,96355,589,23668,169500,166600,189.5,,,138300,139000,57.9,1/1/2015,65.22,20.81,189.73,-189.73,96.67,-7
Tama,14812,97173,588,24349,166500,163800,208.4,,,140900,141500,63.5,1/1/2016,69.34,21.45,209.36,-209.36,112.48,-6.1
Tama,15624,97992,587,25031,168000,166000,220.6,,,139700,140500,59.5,1/1/2017,70.55,22.03,205.75,-205.75,101.65,-11.5
Tama,16436,98811,586,25713,171500,169200,224.3,,,141400,143000,60.1,1/1/2018,63.84,22.21,208.26,-208.26,102.96,-19.2
Tama,17248,99629,585,26394,176000,174000,204.8,,,135200,136500,53.4,1/1/2019,64.56,22.96,185.86,-185.86,83.09,-15.2
Montgomery,0,13514,0,15397,93700,92200,163.1,,,90800,91400,50,1/1/2014,72.38,9.05,167.64,-167.64,84.85,-1.4
Montgomery,0,20270,0,15659,94900,93000,185.2,,,89200,89600,51,1/1/2015,61.53,10.1,177.48,-177.48,86.07,-19.8
Montgomery,0,27027,0,15922,98000,96700,185.5,,,88800,89100,57.8,1/1/2016,65.33,10.96,190.71,-190.71,101.91,-12.5
Montgomery,0,33784,0,16184,94500,93400,199.1,,,93000,93500,56.2,1/1/2017,66.41,11.91,194.58,-194.58,102.13,-14.1
Montgomery,0,40541,0,16446,93300,91700,191.5,,,87900,88700,51.8,1/1/2018,60.12,13.33,181.54,-181.54,88.49,-19.6
Montgomery,0,47298,0,16709,93200,92300,204.8,,,87300,87800,58.3,1/1/2019,60.8,14.44,199.93,-199.93,105.12,-19.6
Calhoun,4117,341945,0,15525,182500,180700,189.6,,,131900,132500,51,1/1/2014,89.21,32.51,173.8,-173.8,74.55,22.5
Calhoun,4660,333365,0,14868,177000,174100,194.7,,,138100,139000,55.2,1/1/2015,86.36,31.8,185.51,-185.51,87.95,20.6
Calhoun,5202,324784,0,14210,184000,180900,207.3,,,126900,127500,62.3,1/1/2016,92.15,31.64,200.79,-200.79,97.55,20.6
Calhoun,5744,316204,0,13552,175000,172700,195.1,,,136800,137500,57.5,1/1/2017,93.9,30.92,190.02,-190.02,93.45,28.2
Calhoun,6286,307624,0,12894,172000,170500,193.3,,,138500,140500,53.1,1/1/2018,84.56,30.3,181.44,-181.44,84.79,18.2
Calhoun,6828,299043,0,12236,180000,177300,198.8,,,131600,132500,55.1,1/1/2019,85.55,29.68,185.55,-185.55,84.55,14.2
Marshall,0,180103,0,19129,152000,148000,190.5,3450,26.5,127500,128500,55.1,1/1/2014,66.11,21.6,185.55,-185.55,91.35,-6.5
Marshall,0,179284,0,19751,153500,147700,194.9,5230,27.5,125500,126000,59.4,1/1/2015,69.7,21.8,195.49,-195.49,100.37,-3.6
Marshall,0,178465,0,20373,161000,152800,211.3,7690,25.5,122000,122500,62.6,1/1/2016,74.33,21.61,206.64,-206.64,103.69,-7
Marshall,0,177646,0,20995,148500,146000,222.4,,,128200,129000,63.5,1/1/2017,75.7,22.21,215.49,-215.49,113.81,-3.8
Marshall,0,176827,0,21617,152500,149300,226,,,119400,120500,61.9,1/1/2018,68.15,22.7,211.4,-211.4,104.24,-16.3
Marshall,0,176008,0,22239,156500,149000,221.9,6710,25.5,113700,114500,60.6,1/1/2019,68.96,22.99,206.11,-206.11,96.82,-17.3
Black Hawk,4544,244360,841,17407,148500,145200,165.2,,,95700,96600,49.2,1/1/2014,68.44,33.63,157.87,-157.87,66.02,10.2
Black Hawk,4280,246140,874,15630,145500,143400,192.9,,,98900,99300,56,1/1/2015,72.61,33.09,182.94,-182.94,82.86,5.6
Black Hawk,4016,247920,908,13853,154000,152100,206.4,,,89300,90200,61.8,1/1/2016,77.53,32.59,194.72,-194.72,87.04,2.4
Black Hawk,3752,249700,942,12076,143500,142200,209.2,,,93600,94200,59.5,1/1/2017,79.02,32.89,195.1,-195.1,88.45,5.3
Black Hawk,3488,251480,976,10299,146500,142500,206.2,,,92500,93400,58.4,1/1/2018,71.15,32,191.55,-191.55,84.58,-3.8
Black Hawk,3224,253260,1010,8522,147000,145100,205.1,,,88700,89600,51.9,1/1/2019,71.98,31.85,179.03,-179.03,68.96,-6.2
Hancock,1055,388683,72,8992,200500,193400,173.9,,,105500,106000,47.6,1/1/2014,99.25,33.96,155.65,-155.65,54.94,32.5
Hancock,1582,397739,107,8201,190500,187000,201.2,1150,22.5,113600,114500,59.6,1/1/2015,93.24,34.88,189.65,-189.65,83.99,22.5
Hancock,2110,406796,143,7409,200500,198100,200.3,,,99900,101000,62.4,1/1/2016,99.72,36.04,188.66,-188.66,80.02,27.1
Hancock,2637,415853,179,6618,188000,184500,200.2,1110,16,115400,116000,57.4,1/1/2017,101.72,36.5,186.29,-186.29,80.83,32.8
Hancock,3164,424910,215,5827,184500,181400,176.7,,,120500,122000,53.2,1/1/2018,91.42,36.95,170.03,-170.03,75.28,33.6
Hancock,3692,433967,251,5035,198000,195400,193.3,,,107100,108000,49.6,1/1/2019,92.51,37.76,168.07,-168.07,59.88,22.1
Ida,6724,109521,1319,30942,126500,123700,189.9,,,100600,101000,55.7,1/1/2014,77.76,28.68,185.09,-185.09,89.97,11.3
Ida,7153,92591,1346,34065,127000,123900,203.1,,,98900,99300,60.2,1/1/2015,81.79,28.5,198.67,-198.67,99.6,11.2
Ida,7583,75661,1373,37188,134000,131800,216,,,90300,90700,67.6,1/1/2016,87.18,28.36,213.23,-213.23,107.77,10.1
Ida,8013,58731,1400,40311,125000,120000,215.7,,,98000,98500,62.1,1/1/2017,88.78,28.18,208.1,-208.1,104.56,13.4
Ida,8443,41801,1427,43434,124000,119200,222.2,,,97400,98200,63.8,1/1/2018,80.05,28,214.05,-214.05,108.92,2.9
Ida,8873,24871,1454,46557,,,,,,,,,1/1/2019,80.98,0,0,0,0,81
Poweshiek,0,89159,0,19742,141000,139100,188.4,,,118400,119000,50.7,1/1/2014,62.72,14.99,175.72,-175.72,80.38,-17.6
Poweshiek,0,90073,0,19343,145000,142300,197.8,,,115500,116000,56.3,1/1/2015,67.93,14.89,189.43,-189.43,91.51,-15.1
Poweshiek,0,90988,0,18945,147000,144800,213.2,,,113600,114000,57.5,1/1/2016,72.45,14.84,197.29,-197.29,92.77,-17.2
Poweshiek,0,91902,0,18547,149500,148100,215.1,,,111300,112000,56.6,1/1/2017,73.79,14.76,195.49,-195.49,88.88,-18.1
Poweshiek,0,92816,0,18149,145500,139000,218.7,,,117400,118500,58.2,1/1/2018,66.47,14.57,202.51,-202.51,97.03,-24.4
Poweshiek,0,93731,0,17751,154500,152100,200.3,,,105800,106500,53.4,1/1/2019,67.25,14.69,181.78,-181.78,77.62,-22.2
Clarke,14108,104835,63,13119,36600,32200,162.2,,,42600,42800,43.5,1/1/2014,126.07,70.79,158.35,-158.35,73.68,112.2
Clarke,15011,114584,50,14900,39000,37600,152.4,,,31300,31500,41.3,1/1/2015,49.91,87,142.35,-142.35,55.76,50.3
Clarke,15914,124332,36,16681,34800,33500,163.9,,,41000,41100,49.9,1/1/2016,51.62,87.57,172.78,-172.78,92.76,59.2
Clarke,16817,134081,22,18462,,,,,,,,,1/1/2017,52.12,0,0,0,0,52.1
Clarke,17720,143830,8,20243,32900,29800,161.8,,,38500,38800,47.9,1/1/2018,49.35,107,168.5,-168.5,86.84,74.7
Clarke,18623,153578,-6,22024,,,,,,,,,1/1/2019,49.65,0,0,0,0,49.6
Sac,3612,443867,176,34551,167500,163600,179.8,,,130500,131000,55.2,1/1/2014,76.59,48.08,179.5,-179.5,87.75,32.9
Sac,5417,449778,265,33723,168500,163100,204.8,,,130900,131500,60.7,1/1/2015,79.72,48.95,200.47,-200.47,100.68,28.9
Sac,7223,455689,353,32894,170000,167300,214.3,,,128000,128500,63.3,1/1/2016,85.12,50.31,208.02,-208.02,104.93,32.3
Sac,9029,461600,441,32065,164500,159000,194.5,,,133600,134500,57.8,1/1/2017,86.72,51.33,191.87,-191.87,96.27,42.4
Sac,10835,467511,529,31236,162000,159900,213.5,,,141500,143000,60.7,1/1/2018,77.99,51.41,206.55,-206.55,107.69,30.5
Sac,12641,473422,617,30407,175000,168500,220.6,,,130000,131000,59.3,1/1/2019,78.92,52.33,203.39,-203.39,95.09,23
Lyon,15316,865174,10045,156252,183000,164400,172.9,,,122900,123500,53.7,1/1/2014,80.3,126.12,172.15,-172.15,77.3,111.6
Lyon,14773,934395,10188,160252,182000,156400,196,,,123500,124000,61.1,1/1/2015,85.56,132.82,197.15,-197.15,93.95,115.2
Lyon,14231,1003617,10330,164253,184000,172100,206.9,,,121500,122000,66.1,1/1/2016,91.32,139.32,207.56,-207.56,103.21,126.3
Lyon,13688,1072839,10472,168253,181000,172200,218.9,,,122800,123500,63.8,1/1/2017,93.12,146.54,208.95,-208.95,99.95,130.7
Lyon,13145,1142061,10614,172253,184500,164200,193,,,123100,124500,60.6,1/1/2018,84.02,150.84,193.46,-193.46,92.33,133.7
Lyon,12603,1211283,10756,176254,189000,164200,186.6,,,110600,111500,54.8,1/1/2019,85.42,161.72,177.51,-177.51,73.39,143
Emmet,5458,173433,0,14169,120500,119000,165,,,88400,88900,42.3,1/1/2014,75.53,29.61,147.72,-147.72,55.28,12.7
Emmet,5547,164324,0,12810,122500,120300,203.3,,,88800,89200,58.1,1/1/2015,78.24,27.74,192.83,-192.83,90.85,4
Emmet,5635,155214,0,11452,124500,122200,198.5,,,85800,86200,58.5,1/1/2016,83.25,26.31,190.24,-190.24,89.1,8.4
Emmet,5723,146105,0,10094,119500,118300,210.1,,,90000,90600,58.9,1/1/2017,84.79,24.82,197.91,-197.91,94.85,6.6
Emmet,5811,136996,0,8736,110500,108400,155.8,,,88000,90300,46.7,1/1/2018,76.79,24.33,153.75,-153.75,69.25,16.6
Emmet,5899,127886,0,7378,,,,,,,,,1/1/2019,77.91,0,0,0,0,77.9
Clinton,15302,57045,3085,51619,192500,187300,197,,,115900,116500,57.5,1/1/2014,75.58,27.64,184.74,-184.74,80.07,-1.5
Clinton,15445,57259,3273,51145,193500,187800,188.2,,,115000,115500,59.2,1/1/2015,79.06,27.7,183.22,-183.22,82.82,6.4
Clinton,15587,57474,3460,50671,193000,188400,213.8,,,117000,117500,59.8,1/1/2016,84.47,27.62,196.29,-196.29,85.08,0.9
Clinton,15730,57689,3648,50197,197000,193800,213.3,,,114800,116000,59.7,1/1/2017,86.15,27.46,194.8,-194.8,83.12,1.9
Clinton,15873,57904,3836,49723,190500,186000,210.9,,,118600,119500,58.3,1/1/2018,77.56,27.78,193.09,-193.09,83.54,-4.2
Clinton,16015,58119,4023,49249,189000,178300,196.1,,,108600,109500,59.5,1/1/2019,78.47,28.91,187.2,-187.2,81.88,2.1
Harrison,9813,36867,0,16837,186000,183500,161.1,,,129500,130000,49.2,1/1/2014,68.01,11.7,157.57,-157.57,68.91,-8.9
Harrison,9930,38908,0,16522,178000,175000,189.5,,,132900,133500,52.1,1/1/2015,69.34,11.99,176.56,-176.56,78.51,-16.7
Harrison,10047,40948,0,16206,183500,180800,204.6,,,120000,120500,58.2,1/1/2016,73.97,12.41,191.02,-191.02,85.69,-19
Harrison,10164,42988,0,15891,175000,173600,193.2,,,130100,131000,53.7,1/1/2017,75.39,12.46,180.81,-180.81,82.13,-10.8
Harrison,10281,45028,0,15576,173000,171300,176,,,133700,135000,52.6,1/1/2018,68,12.5,172.46,-172.46,81.48,-10.5
Harrison,10398,47068,0,15260,,,,,,,,,1/1/2019,68.81,0,0,0,0,68.8
Union,7741,130931,4,22238,53900,51600,176.1,,,53800,54100,49.5,1/1/2014,127.59,57.24,172.6,-172.6,84.72,97
Union,11612,143885,7,21824,,,,,,,,,1/1/2015,54.99,0,0,0,0,55
Union,15482,156839,9,21411,56400,54700,183,,,50400,50600,56,1/1/2016,57.54,72.79,186.13,-186.13,96.6,40.8
Union,19353,169793,11,20998,52100,49800,147.9,,,50700,50900,44.5,1/1/2017,58.28,83.41,150.9,-150.9,70.22,61
Union,23224,182747,13,20585,55200,53700,155.8,1130,17,55000,55600,48.6,1/1/2018,54.09,84.79,162.85,-162.85,82.43,58.5
Union,27094,195701,15,20172,55500,54600,168.9,680,16,50200,50700,53.7,1/1/2019,54.54,96.03,175.89,-175.89,91.58,66.3
Pottawattamie,0,84051,0,50457,241000,233500,169.1,,,196400,197500,51.2,1/1/2014,65.25,14.73,168.7,-168.7,80.32,-8.4
Pottawattamie,0,84790,0,53368,244000,239500,204,,,193700,194500,58.5,1/1/2015,69.44,15.35,196.12,-196.12,96.6,-14.7
Pottawattamie,0,85528,0,56278,254500,251000,210.4,,,181500,182000,60.6,1/1/2016,74.05,16.05,199.9,-199.9,95.54,-14.3
Pottawattamie,0,86266,0,59189,239500,237000,195.8,,,194900,196000,57,1/1/2017,75.43,16.71,190.29,-190.29,94.37,-3.8
Pottawattamie,0,87004,0,62100,,,,,,,,,1/1/2018,68,0,0,0,0,68
Pottawattamie,0,87742,0,65010,236500,232000,208,,,183200,184500,58.5,1/1/2019,68.81,18.58,197.18,-197.18,95.44,-14.4
Ringgold,24725,104913,110,28846,59900,57500,166.4,,,67300,67700,46.1,1/1/2014,169.69,66.17,163.78,-163.78,79.98,152.1
Ringgold,25366,109268,102,27588,56000,51900,147.8,,,47100,47500,43.2,1/1/2015,54.79,82.36,145.85,-145.85,61.99,53.3
Ringgold,26006,113622,95,26329,55000,52200,179.5,,,64200,64400,51.7,1/1/2016,56.53,72.07,182.35,-182.35,97.64,43.9
Ringgold,26646,117977,88,25070,52700,50300,167.8,2140,13,64300,64600,48.8,1/1/2017,57.03,74.06,172.4,-172.4,91.06,49.8
Ringgold,27286,122332,81,23811,50900,48800,153.3,,,57600,58300,47.2,1/1/2018,54.19,80.29,162.05,-162.05,83.66,56.1
Ringgold,27926,126686,74,22552,,,,,,,,,1/1/2019,54.5,0,0,0,0,54.5
Jasper,8981,198340,396,12853,171500,169200,191.5,,,139800,140500,54.6,1/1/2014,68.52,23.21,183.99,-183.99,88.58,-3.7
Jasper,9001,192756,402,13840,172500,168500,198.9,,,140400,141000,57.9,1/1/2015,66.57,22.95,193.63,-193.63,96.49,-7.6
Jasper,9022,187171,407,14826,180000,177800,214.7,,,133500,134000,60.3,1/1/2016,70.92,22.77,202.13,-202.13,97.1,-11.3
Jasper,9042,181587,413,15813,173000,170900,204.6,,,141500,142500,60.5,1/1/2017,72.21,22.52,200.85,-200.85,103.25,-2.9
Jasper,9062,176003,419,16800,173500,171300,218.6,,,141400,143000,60.7,1/1/2018,65.13,22.3,206.83,-206.83,103.78,-15.6
Jasper,9083,170418,424,17786,181000,179400,209.3,,,133600,134500,56.5,1/1/2019,65.89,22.23,192.65,-192.65,88.24,-16.3
Adair,0,42881,0,24185,109500,104300,169.3,,,102700,106000,50,1/1/2014,101.15,14.66,169.95,-169.95,84.52,30.4
Adair,0,46126,0,25163,112000,107400,176.5,,,106100,106500,55.1,1/1/2015,70.5,15.21,183.62,-183.62,97.19,-0.7
Adair,0,49370,0,26142,115000,113800,190.3,,,106700,107000,59.3,1/1/2016,74.67,15.71,196.25,-196.25,107.06,1.2
Adair,0,52615,0,27120,108500,104100,175.2,,,109900,110500,50.5,1/1/2017,75.89,16.68,174.75,-174.75,88.07,5.9
Adair,0,55860,0,28098,108500,103100,149.5,,,105700,106500,50.1,1/1/2018,69.08,17.76,163.83,-163.83,85.39,8.4
Adair,0,59104,0,29077,111500,107300,176.6,3940,25.5,100900,101500,53.3,1/1/2019,69.82,18.7,178.59,-178.59,90.39,0.3
